user_id,event_name,timestamp,session_id,platform,country
u_00216,dashboard_view,2025-12-31 21:01:23,s_u_00216_0003,mobile_android,US
u_00025,report_created,2025-12-31 21:16:48,s_u_00025_0000,mobile_ios,US
u_00394,feature_b_used,2025-12-31 22:28:29,s_u_00394_0000,mobile_android,CA
u_00012,dashboard_view,2025-12-31 22:39:23,s_u_00012_0000,web,US
u_00230,feature_discover,2025-12-31 23:37:41,s_u_00230_0000,web,UK
u_00200,report_created,2026-01-01 00:55:12,s_u_00200_0000,mobile_ios,DE
u_00224,report_created,2026-01-01 09:29:11,s_u_00224_0001,mobile_ios,US
u_00239,page_view,2026-01-01 13:55:44,s_u_00239_0000,web,UK
u_00224,page_view,2026-01-01 14:16:34,s_u_00224_0001,web,US
u_00484,onboarding_complete,2026-01-01 15:11:17,s_u_00484_0001,web,UK
u_00464,feature_a_used,2026-01-01 15:35:58,s_u_00464_0000,web,UK
u_00479,report_created,2026-01-01 16:46:33,s_u_00479_0000,mobile_android,US
u_00265,feature_b_used,2026-01-01 18:09:49,s_u_00265_0000,web,CA
u_00429,page_view,2026-01-01 18:17:37,s_u_00429_0000,web,US
u_00445,onboarding_start,2026-01-01 18:28:22,s_u_00445_0000,mobile_android,US
u_00138,feature_discover,2026-01-01 19:23:38,s_u_00138_0001,web,IN
u_00454,page_view,2026-01-01 19:24:54,s_u_00454_0003,mobile_ios,US
u_00320,report_created,2026-01-01 19:37:04,s_u_00320_0000,mobile_ios,CA
u_00123,page_view,2026-01-01 20:19:07,s_u_00123_0000,mobile_ios,IN
u_00025,sign_up,2026-01-01 21:48:54,s_u_00025_0000,web,US
u_00305,dashboard_view,2026-01-01 22:51:11,s_u_00305_0000,web,US
u_00289,onboarding_start,2026-01-02 02:36:05,s_u_00289_0000,mobile_ios,IN
u_00331,dashboard_view,2026-01-02 04:31:25,s_u_00331_0000,web,US
u_00212,dashboard_view,2026-01-02 08:48:53,s_u_00212_0000,web,US
u_00346,feature_discover,2026-01-02 09:20:18,s_u_00346_0001,web,IN
u_00454,feature_c_used,2026-01-02 09:36:57,s_u_00454_0001,web,US
u_00316,export_clicked,2026-01-02 10:18:22,s_u_00316_0000,web,US
u_00389,dashboard_view,2026-01-02 12:09:02,s_u_00389_0003,web,US
u_00434,feature_a_used,2026-01-02 12:13:56,s_u_00434_0007,web,US
u_00007,subscription_upgraded,2026-01-02 12:38:44,s_u_00007_0000,web,US
u_00108,feature_discover,2026-01-02 13:36:05,s_u_00108_0000,web,IN
u_00434,dashboard_view,2026-01-02 13:48:14,s_u_00434_0002,mobile_android,US
u_00093,report_created,2026-01-02 14:19:44,s_u_00093_0000,web,CA
u_00311,search_performed,2026-01-02 14:40:21,s_u_00311_0000,mobile_android,DE
u_00148,page_view,2026-01-02 16:59:59,s_u_00148_0000,web,US
u_00034,feature_a_used,2026-01-02 17:58:13,s_u_00034_0000,mobile_ios,US
u_00087,export_clicked,2026-01-02 18:16:32,s_u_00087_0000,mobile_ios,US
u_00348,page_view,2026-01-02 18:24:08,s_u_00348_0000,web,IN
u_00081,page_view,2026-01-02 18:34:59,s_u_00081_0000,mobile_ios,CA
u_00181,page_view,2026-01-02 21:07:40,s_u_00181_0000,web,US
u_00151,page_view,2026-01-02 21:10:19,s_u_00151_0000,web,UK
u_00289,report_created,2026-01-02 21:52:12,s_u_00289_0000,mobile_android,IN
u_00307,dashboard_view,2026-01-02 21:57:00,s_u_00307_0000,web,US
u_00221,dashboard_view,2026-01-03 00:59:17,s_u_00221_0000,mobile_android,UK
u_00439,feature_discover,2026-01-03 01:36:51,s_u_00439_0000,web,IN
u_00343,feature_discover,2026-01-03 02:45:39,s_u_00343_0001,mobile_android,US
u_00089,export_clicked,2026-01-03 03:04:16,s_u_00089_0000,web,DE
u_00291,dashboard_view,2026-01-03 11:02:16,s_u_00291_0000,web,UK
u_00244,page_view,2026-01-03 11:09:31,s_u_00244_0000,web,US
u_00476,onboarding_start,2026-01-03 13:00:39,s_u_00476_0000,web,IN
u_00443,feature_a_used,2026-01-03 18:50:04,s_u_00443_0000,mobile_android,DE
u_00150,feature_a_used,2026-01-03 19:14:29,s_u_00150_0000,web,DE
u_00108,onboarding_complete,2026-01-03 20:20:28,s_u_00108_0000,mobile_android,IN
u_00444,report_created,2026-01-03 23:45:44,s_u_00444_0000,web,US
u_00202,subscription_upgraded,2026-01-04 02:41:46,s_u_00202_0000,web,US
u_00431,export_clicked,2026-01-04 03:59:04,s_u_00431_0000,web,US
u_00108,page_view,2026-01-04 05:03:30,s_u_00108_0000,web,IN
u_00031,page_view,2026-01-04 08:36:41,s_u_00031_0000,mobile_ios,IN
u_00007,dashboard_view,2026-01-04 08:46:24,s_u_00007_0000,mobile_ios,US
u_00129,report_created,2026-01-04 09:04:03,s_u_00129_0000,mobile_android,US
u_00246,dashboard_view,2026-01-04 09:16:07,s_u_00246_0000,mobile_android,DE
u_00007,export_clicked,2026-01-04 10:07:32,s_u_00007_0000,mobile_android,US
u_00184,sign_up,2026-01-04 10:36:53,s_u_00184_0000,mobile_ios,DE
u_00145,onboarding_complete,2026-01-04 12:58:26,s_u_00145_0000,web,US
u_00226,page_view,2026-01-04 13:03:11,s_u_00226_0000,web,US
u_00353,invite_sent,2026-01-04 13:30:23,s_u_00353_0000,web,UK
u_00440,page_view,2026-01-04 15:17:24,s_u_00440_0000,web,DE
u_00416,page_view,2026-01-04 15:27:53,s_u_00416_0000,mobile_ios,CA
u_00148,dashboard_view,2026-01-04 15:39:00,s_u_00148_0000,web,US
u_00034,report_created,2026-01-04 18:56:19,s_u_00034_0000,web,US
u_00276,dashboard_view,2026-01-04 19:16:16,s_u_00276_0000,mobile_ios,US
u_00029,onboarding_start,2026-01-04 19:38:09,s_u_00029_0002,mobile_android,FR
u_00029,onboarding_start,2026-01-04 20:00:52,s_u_00029_0002,web,FR
u_00357,subscription_cancelled,2026-01-04 20:53:30,s_u_00357_0001,web,DE
u_00036,sign_up,2026-01-04 21:43:09,s_u_00036_0000,mobile_android,US
u_00029,sign_up,2026-01-05 01:22:20,s_u_00029_0001,mobile_android,FR
u_00287,onboarding_start,2026-01-05 03:38:16,s_u_00287_0000,web,DE
u_00254,feature_b_used,2026-01-05 04:44:51,s_u_00254_0000,web,CA
u_00309,feature_a_used,2026-01-05 05:21:46,s_u_00309_0000,mobile_ios,UK
u_00164,dashboard_view,2026-01-05 08:49:24,s_u_00164_0000,mobile_android,CA
u_00477,feature_c_used,2026-01-05 09:03:42,s_u_00477_0000,web,FR
u_00390,feature_c_used,2026-01-05 09:20:59,s_u_00390_0000,web,US
u_00128,page_view,2026-01-05 09:55:13,s_u_00128_0000,web,US
u_00216,feature_b_used,2026-01-05 10:10:34,s_u_00216_0001,web,US
u_00104,subscription_cancelled,2026-01-05 11:36:33,s_u_00104_0000,mobile_ios,FR
u_00411,feature_discover,2026-01-05 11:41:14,s_u_00411_0000,web,IN
u_00263,feature_discover,2026-01-05 11:59:58,s_u_00263_0000,mobile_ios,FR
u_00434,report_created,2026-01-05 12:28:11,s_u_00434_0006,web,US
u_00267,sign_up,2026-01-05 12:32:53,s_u_00267_0000,web,US
u_00054,page_view,2026-01-05 14:11:45,s_u_00054_0001,mobile_android,IN
u_00226,search_performed,2026-01-05 14:12:39,s_u_00226_0000,mobile_ios,US
u_00462,onboarding_start,2026-01-05 14:29:01,s_u_00462_0000,mobile_ios,UK
u_00500,page_view,2026-01-05 14:32:43,s_u_00500_0000,web,CA
u_00373,dashboard_view,2026-01-05 15:31:16,s_u_00373_0000,web,DE
u_00442,page_view,2026-01-05 16:53:33,s_u_00442_0000,web,US
u_00216,feature_c_used,2026-01-05 18:49:30,s_u_00216_0002,web,US
u_00393,feature_b_used,2026-01-05 19:19:16,s_u_00393_0000,mobile_android,UK
u_00004,export_clicked,2026-01-05 19:26:24,s_u_00004_0000,web,UK
u_00099,feature_a_used,2026-01-05 19:32:02,s_u_00099_0000,web,AU
u_00443,feature_c_used,2026-01-05 19:52:01,s_u_00443_0000,web,DE
u_00018,subscription_cancelled,2026-01-05 19:53:40,s_u_00018_0000,mobile_android,US
u_00029,dashboard_view,2026-01-05 19:55:54,s_u_00029_0000,web,FR
u_00343,feature_a_used,2026-01-05 20:28:37,s_u_00343_0001,web,US
u_00346,dashboard_view,2026-01-05 20:35:06,s_u_00346_0000,web,IN
u_00064,dashboard_view,2026-01-05 21:27:39,s_u_00064_0002,mobile_android,IN
u_00456,page_view,2026-01-06 03:25:29,s_u_00456_0000,web,US
u_00161,page_view,2026-01-06 05:03:38,s_u_00161_0000,web,US
u_00454,feature_b_used,2026-01-06 06:11:39,s_u_00454_0002,web,US
u_00366,report_created,2026-01-06 06:39:47,s_u_00366_0000,web,UK
u_00390,subscription_upgraded,2026-01-06 08:17:50,s_u_00390_0000,web,US
u_00402,feature_discover,2026-01-06 08:42:03,s_u_00402_0000,web,UK
u_00081,invite_sent,2026-01-06 08:55:23,s_u_00081_0000,mobile_android,CA
u_00126,page_view,2026-01-06 09:39:14,s_u_00126_0000,mobile_ios,DE
u_00089,feature_b_used,2026-01-06 09:50:07,s_u_00089_0000,mobile_ios,DE
u_00483,page_view,2026-01-06 10:18:33,s_u_00483_0000,web,US
u_00431,page_view,2026-01-06 10:34:08,s_u_00431_0000,web,US
u_00087,report_created,2026-01-06 11:28:47,s_u_00087_0000,web,US
u_00434,feature_a_used,2026-01-06 12:17:36,s_u_00434_0006,web,US
u_00255,onboarding_complete,2026-01-06 12:27:07,s_u_00255_0000,web,US
u_00432,dashboard_view,2026-01-06 12:59:17,s_u_00432_0000,mobile_ios,FR
u_00251,page_view,2026-01-06 14:05:27,s_u_00251_0000,mobile_ios,DE
u_00444,dashboard_view,2026-01-06 14:45:39,s_u_00444_0000,web,US
u_00332,feature_b_used,2026-01-06 15:07:28,s_u_00332_0000,web,AU
u_00058,feature_b_used,2026-01-06 16:03:00,s_u_00058_0000,web,US
u_00345,onboarding_complete,2026-01-06 17:24:11,s_u_00345_0001,mobile_android,US
u_00077,dashboard_view,2026-01-06 17:30:29,s_u_00077_0000,web,FR
u_00144,page_view,2026-01-06 17:54:14,s_u_00144_0000,web,US
u_00459,invite_sent,2026-01-06 18:34:05,s_u_00459_0000,web,IN
u_00356,feature_a_used,2026-01-06 20:21:01,s_u_00356_0000,mobile_android,US
u_00116,page_view,2026-01-06 20:47:55,s_u_00116_0000,web,FR
u_00442,dashboard_view,2026-01-06 21:16:10,s_u_00442_0000,mobile_ios,US
u_00304,export_clicked,2026-01-06 21:34:17,s_u_00304_0000,mobile_ios,US
u_00251,report_created,2026-01-06 22:11:32,s_u_00251_0000,web,DE
u_00486,onboarding_complete,2026-01-07 05:12:54,s_u_00486_0000,web,AU
u_00448,dashboard_view,2026-01-07 05:21:28,s_u_00448_0000,web,UK
u_00258,page_view,2026-01-07 08:23:48,s_u_00258_0000,mobile_ios,CA
u_00443,dashboard_view,2026-01-07 09:20:19,s_u_00443_0000,web,DE
u_00404,page_view,2026-01-07 09:33:31,s_u_00404_0000,mobile_ios,AU
u_00189,feature_a_used,2026-01-07 09:54:38,s_u_00189_0000,mobile_android,US
u_00215,feature_a_used,2026-01-07 09:57:12,s_u_00215_0000,mobile_android,UK
u_00318,dashboard_view,2026-01-07 10:20:30,s_u_00318_0000,web,IN
u_00081,feature_discover,2026-01-07 11:17:59,s_u_00081_0000,web,CA
u_00206,dashboard_view,2026-01-07 11:39:49,s_u_00206_0000,web,UK
u_00423,page_view,2026-01-07 12:15:48,s_u_00423_0000,web,US
u_00476,report_created,2026-01-07 12:21:21,s_u_00476_0000,web,IN
u_00146,dashboard_view,2026-01-07 12:23:30,s_u_00146_0000,mobile_ios,DE
u_00454,search_performed,2026-01-07 12:30:49,s_u_00454_0000,mobile_ios,US
u_00089,feature_a_used,2026-01-07 13:08:09,s_u_00089_0000,mobile_android,DE
u_00436,feature_b_used,2026-01-07 14:02:26,s_u_00436_0000,web,IN
u_00089,page_view,2026-01-07 15:09:45,s_u_00089_0001,mobile_ios,DE
u_00434,dashboard_view,2026-01-07 15:28:09,s_u_00434_0006,mobile_android,US
u_00498,page_view,2026-01-07 17:29:50,s_u_00498_0000,web,DE
u_00449,onboarding_complete,2026-01-07 17:37:41,s_u_00449_0000,mobile_android,US
u_00226,feature_b_used,2026-01-07 18:24:46,s_u_00226_0000,mobile_ios,US
u_00021,subscription_upgraded,2026-01-07 18:33:50,s_u_00021_0000,web,CA
u_00106,feature_discover,2026-01-07 18:38:00,s_u_00106_0000,web,IN
u_00081,dashboard_view,2026-01-07 18:48:37,s_u_00081_0000,mobile_android,CA
u_00394,dashboard_view,2026-01-07 18:58:56,s_u_00394_0000,mobile_ios,CA
u_00477,subscription_upgraded,2026-01-07 19:13:06,s_u_00477_0000,mobile_android,FR
u_00310,dashboard_view,2026-01-07 19:17:15,s_u_00310_0000,web,UK
u_00327,page_view,2026-01-07 19:31:48,s_u_00327_0000,mobile_android,US
u_00324,invite_sent,2026-01-07 19:35:30,s_u_00324_0000,mobile_android,CA
u_00330,feature_discover,2026-01-07 20:46:50,s_u_00330_0000,mobile_ios,FR
u_00305,sign_up,2026-01-07 21:23:02,s_u_00305_0000,web,US
u_00441,page_view,2026-01-07 23:47:47,s_u_00441_0000,web,US
u_00352,report_created,2026-01-08 01:19:38,s_u_00352_0000,web,US
u_00068,sign_up,2026-01-08 05:44:37,s_u_00068_0001,mobile_android,AU
u_00124,feature_discover,2026-01-08 08:50:29,s_u_00124_0000,web,UK
u_00064,search_performed,2026-01-08 09:17:40,s_u_00064_0002,web,IN
u_00343,feature_a_used,2026-01-08 12:25:33,s_u_00343_0001,mobile_ios,US
u_00131,feature_b_used,2026-01-08 13:24:46,s_u_00131_0000,web,FR
u_00477,dashboard_view,2026-01-08 13:56:22,s_u_00477_0000,web,FR
u_00463,dashboard_view,2026-01-08 14:39:32,s_u_00463_0000,mobile_ios,US
u_00292,page_view,2026-01-08 14:42:46,s_u_00292_0000,web,CA
u_00138,feature_a_used,2026-01-08 16:07:07,s_u_00138_0001,web,IN
u_00310,feature_discover,2026-01-08 18:06:13,s_u_00310_0000,web,UK
u_00258,dashboard_view,2026-01-08 18:09:04,s_u_00258_0000,web,CA
u_00162,page_view,2026-01-08 20:17:03,s_u_00162_0000,mobile_ios,UK
u_00434,feature_c_used,2026-01-08 20:27:33,s_u_00434_0009,mobile_android,US
u_00472,sign_up,2026-01-08 21:01:14,s_u_00472_0000,web,US
u_00424,report_created,2026-01-08 21:45:40,s_u_00424_0000,web,US
u_00441,dashboard_view,2026-01-08 23:06:33,s_u_00441_0000,mobile_android,US
u_00449,dashboard_view,2026-01-09 00:52:59,s_u_00449_0000,web,US
u_00338,dashboard_view,2026-01-09 07:35:02,s_u_00338_0000,mobile_android,AU
u_00200,onboarding_start,2026-01-09 08:05:47,s_u_00200_0000,web,DE
u_00111,onboarding_start,2026-01-09 08:21:59,s_u_00111_0000,web,FR
u_00380,page_view,2026-01-09 09:54:08,s_u_00380_0000,mobile_ios,IN
u_00322,feature_b_used,2026-01-09 09:58:44,s_u_00322_0000,web,IN
u_00477,page_view,2026-01-09 10:27:49,s_u_00477_0000,mobile_android,FR
u_00088,page_view,2026-01-09 10:34:20,s_u_00088_0000,mobile_ios,US
u_00190,onboarding_complete,2026-01-09 10:46:14,s_u_00190_0000,web,IN
u_00487,page_view,2026-01-09 12:03:15,s_u_00487_0000,web,US
u_00460,page_view,2026-01-09 12:57:48,s_u_00460_0000,mobile_android,US
u_00441,page_view,2026-01-09 13:44:52,s_u_00441_0001,web,US
u_00213,feature_b_used,2026-01-09 14:09:22,s_u_00213_0000,web,IN
u_00102,feature_b_used,2026-01-09 15:12:28,s_u_00102_0000,web,UK
u_00224,feature_c_used,2026-01-09 15:12:39,s_u_00224_0000,mobile_ios,US
u_00138,page_view,2026-01-09 15:27:49,s_u_00138_0000,web,IN
u_00032,dashboard_view,2026-01-09 16:21:42,s_u_00032_0000,web,US
u_00183,feature_b_used,2026-01-09 17:25:47,s_u_00183_0000,web,AU
u_00449,export_clicked,2026-01-09 18:01:54,s_u_00449_0000,mobile_ios,US
u_00271,page_view,2026-01-09 18:27:34,s_u_00271_0000,mobile_ios,FR
u_00138,invite_sent,2026-01-09 20:32:01,s_u_00138_0000,mobile_ios,IN
u_00454,page_view,2026-01-09 21:01:31,s_u_00454_0000,web,US
u_00102,feature_b_used,2026-01-09 21:05:54,s_u_00102_0000,mobile_ios,UK
u_00380,page_view,2026-01-09 21:13:13,s_u_00380_0000,web,IN
u_00073,report_created,2026-01-10 06:27:03,s_u_00073_0000,web,UK
u_00066,invite_sent,2026-01-10 07:34:46,s_u_00066_0000,web,UK
u_00412,dashboard_view,2026-01-10 08:41:51,s_u_00412_0000,web,US
u_00414,page_view,2026-01-10 09:56:14,s_u_00414_0000,mobile_ios,CA
u_00357,feature_b_used,2026-01-10 10:56:45,s_u_00357_0001,mobile_ios,DE
u_00037,invite_sent,2026-01-10 13:12:20,s_u_00037_0000,mobile_ios,IN
u_00348,page_view,2026-01-10 14:54:02,s_u_00348_0000,web,IN
u_00089,page_view,2026-01-10 15:07:33,s_u_00089_0000,web,DE
u_00434,report_created,2026-01-10 16:01:47,s_u_00434_0002,mobile_ios,US
u_00077,dashboard_view,2026-01-10 16:12:57,s_u_00077_0000,mobile_android,FR
u_00297,subscription_cancelled,2026-01-10 17:03:13,s_u_00297_0000,web,UK
u_00138,onboarding_start,2026-01-10 17:52:17,s_u_00138_0000,web,IN
u_00420,feature_discover,2026-01-10 20:41:56,s_u_00420_0000,mobile_ios,CA
u_00121,page_view,2026-01-10 20:46:29,s_u_00121_0000,mobile_android,US
u_00189,feature_c_used,2026-01-10 21:49:11,s_u_00189_0000,mobile_android,US
u_00040,page_view,2026-01-11 00:14:33,s_u_00040_0003,mobile_android,US
u_00493,page_view,2026-01-11 05:49:00,s_u_00493_0000,mobile_ios,US
u_00403,sign_up,2026-01-11 07:01:27,s_u_00403_0000,web,US
u_00089,feature_b_used,2026-01-11 07:37:02,s_u_00089_0001,web,DE
u_00404,feature_c_used,2026-01-11 07:58:30,s_u_00404_0000,mobile_ios,AU
u_00293,export_clicked,2026-01-11 09:27:48,s_u_00293_0000,mobile_ios,CA
u_00434,page_view,2026-01-11 10:24:12,s_u_00434_0002,mobile_android,US
u_00455,page_view,2026-01-11 10:40:16,s_u_00455_0000,web,IN
u_00319,feature_discover,2026-01-11 12:39:32,s_u_00319_0000,mobile_ios,US
u_00224,feature_a_used,2026-01-11 13:11:35,s_u_00224_0000,web,US
u_00493,export_clicked,2026-01-11 13:59:11,s_u_00493_0000,mobile_android,US
u_00244,feature_b_used,2026-01-11 16:46:56,s_u_00244_0000,web,US
u_00287,feature_b_used,2026-01-11 17:20:06,s_u_00287_0000,web,DE
u_00239,search_performed,2026-01-11 18:54:44,s_u_00239_0000,web,UK
u_00445,page_view,2026-01-11 18:58:38,s_u_00445_0000,mobile_android,US
u_00255,feature_b_used,2026-01-11 18:58:54,s_u_00255_0000,mobile_android,US
u_00184,page_view,2026-01-11 19:48:52,s_u_00184_0000,web,DE
u_00268,report_created,2026-01-11 21:09:26,s_u_00268_0000,web,DE
u_00140,feature_discover,2026-01-11 22:33:24,s_u_00140_0000,mobile_android,IN
u_00104,dashboard_view,2026-01-11 23:00:51,s_u_00104_0000,web,FR
u_00054,page_view,2026-01-11 23:02:44,s_u_00054_0001,mobile_android,IN
u_00021,feature_b_used,2026-01-12 03:21:49,s_u_00021_0000,mobile_android,CA
u_00242,page_view,2026-01-12 03:34:59,s_u_00242_0000,mobile_android,US
u_00352,feature_a_used,2026-01-12 06:17:53,s_u_00352_0000,mobile_ios,US
u_00202,dashboard_view,2026-01-12 08:27:31,s_u_00202_0000,web,US
u_00054,export_clicked,2026-01-12 08:50:57,s_u_00054_0000,mobile_ios,IN
u_00216,page_view,2026-01-12 09:10:46,s_u_00216_0001,mobile_android,US
u_00442,search_performed,2026-01-12 09:18:49,s_u_00442_0001,mobile_ios,US
u_00059,page_view,2026-01-12 09:41:01,s_u_00059_0000,mobile_android,DE
u_00202,feature_b_used,2026-01-12 10:38:45,s_u_00202_0000,web,US
u_00451,feature_a_used,2026-01-12 10:42:23,s_u_00451_0000,mobile_ios,IN
u_00158,report_created,2026-01-12 11:04:00,s_u_00158_0000,mobile_android,US
u_00064,feature_a_used,2026-01-12 12:30:47,s_u_00064_0002,web,IN
u_00119,page_view,2026-01-12 14:07:00,s_u_00119_0000,mobile_ios,DE
u_00138,export_clicked,2026-01-12 14:28:05,s_u_00138_0000,mobile_ios,IN
u_00265,feature_a_used,2026-01-12 14:35:08,s_u_00265_0000,web,CA
u_00243,page_view,2026-01-12 15:03:45,s_u_00243_0000,mobile_android,UK
u_00134,report_created,2026-01-12 15:04:09,s_u_00134_0000,web,UK
u_00404,invite_sent,2026-01-12 15:56:01,s_u_00404_0000,web,AU
u_00228,page_view,2026-01-12 16:11:55,s_u_00228_0000,mobile_ios,IN
u_00251,page_view,2026-01-12 16:23:26,s_u_00251_0000,mobile_ios,DE
u_00174,search_performed,2026-01-12 17:10:12,s_u_00174_0000,mobile_android,AU
u_00357,dashboard_view,2026-01-12 17:29:09,s_u_00357_0000,mobile_android,DE
u_00357,dashboard_view,2026-01-12 17:55:23,s_u_00357_0000,mobile_android,DE
u_00224,feature_c_used,2026-01-12 18:37:06,s_u_00224_0000,web,US
u_00322,feature_c_used,2026-01-12 18:52:36,s_u_00322_0000,mobile_ios,IN
u_00373,invite_sent,2026-01-12 18:58:09,s_u_00373_0000,mobile_ios,DE
u_00040,feature_b_used,2026-01-12 21:16:50,s_u_00040_0003,mobile_android,US
u_00138,feature_b_used,2026-01-12 21:28:06,s_u_00138_0000,web,IN
u_00404,feature_b_used,2026-01-12 21:55:14,s_u_00404_0000,web,AU
u_00429,page_view,2026-01-12 22:24:45,s_u_00429_0000,web,US
u_00260,report_created,2026-01-12 22:25:01,s_u_00260_0000,web,US
u_00190,page_view,2026-01-13 08:32:23,s_u_00190_0000,mobile_ios,IN
u_00150,page_view,2026-01-13 08:48:01,s_u_00150_0000,web,DE
u_00240,page_view,2026-01-13 09:00:41,s_u_00240_0000,web,IN
u_00261,report_created,2026-01-13 09:16:06,s_u_00261_0000,web,US
u_00404,feature_a_used,2026-01-13 09:48:29,s_u_00404_0000,web,AU
u_00355,report_created,2026-01-13 10:48:51,s_u_00355_0000,web,UK
u_00346,dashboard_view,2026-01-13 11:49:22,s_u_00346_0000,web,IN
u_00089,dashboard_view,2026-01-13 11:55:32,s_u_00089_0001,mobile_android,DE
u_00287,page_view,2026-01-13 11:56:10,s_u_00287_0000,mobile_android,DE
u_00309,report_created,2026-01-13 13:10:22,s_u_00309_0000,mobile_ios,UK
u_00490,feature_c_used,2026-01-13 13:16:41,s_u_00490_0000,web,US
u_00434,export_clicked,2026-01-13 13:51:44,s_u_00434_0004,web,US
u_00216,report_created,2026-01-13 14:29:06,s_u_00216_0002,mobile_ios,US
u_00206,feature_discover,2026-01-13 16:39:21,s_u_00206_0000,mobile_android,UK
u_00416,dashboard_view,2026-01-13 19:36:30,s_u_00416_0000,mobile_ios,CA
u_00089,feature_a_used,2026-01-13 19:43:15,s_u_00089_0000,web,DE
u_00206,feature_discover,2026-01-13 19:53:08,s_u_00206_0000,mobile_ios,UK
u_00138,page_view,2026-01-13 19:57:24,s_u_00138_0001,mobile_android,IN
u_00034,invite_sent,2026-01-13 20:26:16,s_u_00034_0000,web,US
u_00491,sign_up,2026-01-13 21:10:11,s_u_00491_0000,mobile_ios,DE
u_00216,subscription_upgraded,2026-01-13 21:23:32,s_u_00216_0003,mobile_android,US
u_00074,feature_discover,2026-01-13 21:54:14,s_u_00074_0000,mobile_android,US
u_00054,feature_c_used,2026-01-13 22:53:43,s_u_00054_0001,mobile_android,IN
u_00430,feature_b_used,2026-01-14 02:48:44,s_u_00430_0000,web,US
u_00435,sign_up,2026-01-14 03:07:35,s_u_00435_0000,web,IN
u_00189,page_view,2026-01-14 03:36:58,s_u_00189_0000,web,US
u_00281,feature_b_used,2026-01-14 05:26:43,s_u_00281_0000,web,US
u_00441,feature_b_used,2026-01-14 08:21:23,s_u_00441_0000,web,US
u_00443,page_view,2026-01-14 08:24:44,s_u_00443_0000,mobile_ios,DE
u_00077,page_view,2026-01-14 08:37:13,s_u_00077_0000,mobile_ios,FR
u_00084,dashboard_view,2026-01-14 08:44:19,s_u_00084_0000,web,CA
u_00081,page_view,2026-01-14 08:45:27,s_u_00081_0000,web,CA
u_00189,feature_a_used,2026-01-14 09:49:27,s_u_00189_0000,mobile_ios,US
u_00111,dashboard_view,2026-01-14 12:15:39,s_u_00111_0000,mobile_android,FR
u_00036,dashboard_view,2026-01-14 12:32:47,s_u_00036_0000,web,US
u_00150,onboarding_complete,2026-01-14 12:38:21,s_u_00150_0000,web,DE
u_00437,page_view,2026-01-14 12:57:56,s_u_00437_0000,web,US
u_00463,page_view,2026-01-14 13:25:42,s_u_00463_0000,web,US
u_00293,search_performed,2026-01-14 13:38:32,s_u_00293_0000,mobile_android,CA
u_00404,page_view,2026-01-14 13:40:19,s_u_00404_0000,mobile_ios,AU
u_00457,feature_discover,2026-01-14 14:14:44,s_u_00457_0000,web,DE
u_00492,feature_discover,2026-01-14 14:19:06,s_u_00492_0000,web,FR
u_00346,feature_b_used,2026-01-14 14:20:02,s_u_00346_0000,mobile_android,IN
u_00215,feature_c_used,2026-01-14 14:28:46,s_u_00215_0000,mobile_android,UK
u_00099,page_view,2026-01-14 14:37:35,s_u_00099_0000,mobile_ios,AU
u_00191,search_performed,2026-01-14 14:43:53,s_u_00191_0000,mobile_android,CA
