user_id,feature_name,used_at,session_id,duration_seconds
u_00485,Dashboard,2026-01-01 17:09:38,s_u_00485_0000,189
u_00194,Custom Alerts,2026-01-01 17:55:05,s_u_00194_0000,141
u_00441,Funnel Builder,2026-01-01 17:57:22,s_u_00441_0000,513
u_00320,Team Collaboration,2026-01-01 17:59:03,s_u_00320_0000,105
u_00066,Team Collaboration,2026-01-01 18:13:03,s_u_00066_0000,332
u_00434,Dashboard,2026-01-01 18:18:42,s_u_00434_0009,261
u_00097,API Access,2026-01-01 19:36:44,s_u_00097_0000,64
u_00490,Report Export,2026-01-01 19:50:51,s_u_00490_0000,87
u_00171,API Access,2026-01-01 19:56:54,s_u_00171_0000,72
u_00256,Data Import,2026-01-01 20:30:12,s_u_00256_0000,544
u_00202,Team Collaboration,2026-01-01 20:55:11,s_u_00202_0000,162
u_00216,Dashboard,2026-01-01 21:40:09,s_u_00216_0003,235
u_00134,API Access,2026-01-01 22:32:43,s_u_00134_0000,48
u_00121,AI Analyst,2026-01-02 01:09:53,s_u_00121_0000,283
u_00258,Dashboard,2026-01-02 05:06:59,s_u_00258_0000,71
u_00479,Data Import,2026-01-02 05:22:23,s_u_00479_0000,1072
u_00164,Retention Chart,2026-01-02 06:03:27,s_u_00164_0000,192
u_00454,Funnel Builder,2026-01-02 06:07:19,s_u_00454_0000,524
u_00320,Dashboard,2026-01-02 07:24:33,s_u_00320_0000,125
u_00311,Data Import,2026-01-02 09:37:50,s_u_00311_0000,339
u_00081,Dashboard,2026-01-02 09:44:50,s_u_00081_0000,173
u_00442,AI Analyst,2026-01-02 09:50:33,s_u_00442_0001,356
u_00138,AI Analyst,2026-01-02 10:08:29,s_u_00138_0001,256
u_00025,Custom Alerts,2026-01-02 10:08:55,s_u_00025_0000,161
u_00346,Report Export,2026-01-02 10:15:13,s_u_00346_0001,55
u_00476,AI Analyst,2026-01-02 10:21:34,s_u_00476_0000,431
u_00142,Funnel Builder,2026-01-02 10:26:41,s_u_00142_0000,393
u_00380,Segment Explorer,2026-01-02 11:31:18,s_u_00380_0000,464
u_00215,Report Export,2026-01-02 11:49:17,s_u_00215_0000,79
u_00434,API Access,2026-01-02 12:05:58,s_u_00434_0001,162
u_00445,Custom Alerts,2026-01-02 12:07:10,s_u_00445_0000,103
u_00454,Funnel Builder,2026-01-02 13:22:37,s_u_00454_0001,362
u_00434,Custom Alerts,2026-01-02 14:09:04,s_u_00434_0001,247
u_00138,Custom Alerts,2026-01-02 14:51:35,s_u_00138_0000,207
u_00102,Funnel Builder,2026-01-02 15:43:30,s_u_00102_0000,249
u_00216,API Access,2026-01-02 16:34:00,s_u_00216_0001,82
u_00389,AI Analyst,2026-01-02 17:00:51,s_u_00389_0000,235
u_00097,Team Collaboration,2026-01-02 17:17:31,s_u_00097_0000,220
u_00443,Retention Chart,2026-01-02 17:20:13,s_u_00443_0000,122
u_00441,Segment Explorer,2026-01-02 17:25:26,s_u_00441_0000,96
u_00138,Team Collaboration,2026-01-02 17:51:02,s_u_00138_0001,209
u_00128,AI Analyst,2026-01-02 18:03:23,s_u_00128_0000,344
u_00357,AI Analyst,2026-01-02 18:42:29,s_u_00357_0001,332
u_00244,Custom Alerts,2026-01-02 18:48:35,s_u_00244_0000,146
u_00189,Dashboard,2026-01-02 19:06:04,s_u_00189_0000,186
u_00244,Custom Alerts,2026-01-02 19:14:17,s_u_00244_0000,69
u_00434,Custom Alerts,2026-01-02 20:05:33,s_u_00434_0006,214
u_00449,Retention Chart,2026-01-02 20:13:22,s_u_00449_0000,134
u_00389,Funnel Builder,2026-01-02 20:54:57,s_u_00389_0005,122
u_00265,Funnel Builder,2026-01-02 21:12:31,s_u_00265_0000,321
u_00025,AI Analyst,2026-01-02 23:01:40,s_u_00025_0000,535
u_00328,Funnel Builder,2026-01-03 01:27:40,s_u_00328_0000,695
u_00353,Segment Explorer,2026-01-03 02:18:45,s_u_00353_0000,542
u_00366,Funnel Builder,2026-01-03 03:12:13,s_u_00366_0000,796
u_00134,API Access,2026-01-03 03:32:10,s_u_00134_0000,61
u_00175,Data Import,2026-01-03 03:45:23,s_u_00175_0000,451
u_00128,Data Import,2026-01-03 07:12:47,s_u_00128_0000,970
u_00138,Team Collaboration,2026-01-03 08:38:25,s_u_00138_0000,127
u_00072,Data Import,2026-01-03 08:56:12,s_u_00072_0000,260
u_00258,Dashboard,2026-01-03 10:54:20,s_u_00258_0000,170
u_00329,Custom Alerts,2026-01-03 12:26:30,s_u_00329_0000,187
u_00443,Report Export,2026-01-03 13:58:48,s_u_00443_0000,74
u_00308,Data Import,2026-01-03 14:32:47,s_u_00308_0000,203
u_00097,API Access,2026-01-03 15:18:11,s_u_00097_0000,83
u_00164,Custom Alerts,2026-01-03 15:52:07,s_u_00164_0000,80
u_00310,Dashboard,2026-01-03 15:53:05,s_u_00310_0000,62
u_00391,Retention Chart,2026-01-03 17:57:52,s_u_00391_0000,150
u_00434,Team Collaboration,2026-01-03 18:49:12,s_u_00434_0001,306
u_00265,Funnel Builder,2026-01-03 18:54:29,s_u_00265_0000,459
u_00148,Dashboard,2026-01-03 19:31:43,s_u_00148_0000,224
u_00174,AI Analyst,2026-01-03 19:39:47,s_u_00174_0000,502
u_00389,Custom Alerts,2026-01-03 20:26:47,s_u_00389_0005,194
u_00352,Dashboard,2026-01-03 21:17:47,s_u_00352_0000,207
u_00099,Retention Chart,2026-01-03 21:26:49,s_u_00099_0000,227
u_00322,Segment Explorer,2026-01-03 23:29:05,s_u_00322_0000,412
u_00357,API Access,2026-01-03 23:39:30,s_u_00357_0000,127
u_00066,Team Collaboration,2026-01-04 00:32:09,s_u_00066_0000,193
u_00025,Dashboard,2026-01-04 06:48:54,s_u_00025_0000,50
u_00224,Report Export,2026-01-04 07:12:53,s_u_00224_0001,95
u_00434,API Access,2026-01-04 08:26:07,s_u_00434_0007,66
u_00029,Dashboard,2026-01-04 09:16:57,s_u_00029_0000,206
u_00444,Retention Chart,2026-01-04 10:10:57,s_u_00444_0000,378
u_00164,Segment Explorer,2026-01-04 10:13:31,s_u_00164_0000,557
u_00346,Funnel Builder,2026-01-04 12:44:49,s_u_00346_0002,200
u_00442,API Access,2026-01-04 13:10:08,s_u_00442_0000,76
u_00434,Custom Alerts,2026-01-04 14:30:36,s_u_00434_0000,242
u_00097,Funnel Builder,2026-01-04 15:28:26,s_u_00097_0000,293
u_00434,Dashboard,2026-01-04 15:38:20,s_u_00434_0001,181
u_00304,Dashboard,2026-01-04 15:57:51,s_u_00304_0000,86
u_00486,Team Collaboration,2026-01-04 16:00:08,s_u_00486_0000,218
u_00111,Report Export,2026-01-04 16:58:59,s_u_00111_0000,58
u_00434,AI Analyst,2026-01-04 17:01:15,s_u_00434_0000,233
u_00405,Segment Explorer,2026-01-04 17:03:48,s_u_00405_0000,292
u_00164,Report Export,2026-01-04 17:41:18,s_u_00164_0000,85
u_00083,Dashboard,2026-01-04 17:53:04,s_u_00083_0000,90
u_00490,Dashboard,2026-01-04 18:04:08,s_u_00490_0000,25
u_00083,Dashboard,2026-01-04 18:04:22,s_u_00083_0001,53
u_00434,Segment Explorer,2026-01-04 18:06:30,s_u_00434_0003,520
u_00389,Segment Explorer,2026-01-04 18:56:13,s_u_00389_0000,382
u_00445,Data Import,2026-01-04 19:04:37,s_u_00445_0001,730
u_00226,Retention Chart,2026-01-04 19:28:07,s_u_00226_0000,133
u_00320,Report Export,2026-01-04 20:01:03,s_u_00320_0000,81
u_00407,Funnel Builder,2026-01-04 20:08:01,s_u_00407_0000,525
u_00100,Team Collaboration,2026-01-04 20:30:01,s_u_00100_0000,201
u_00065,Segment Explorer,2026-01-04 21:18:34,s_u_00065_0000,582
u_00054,API Access,2026-01-04 21:55:50,s_u_00054_0001,33
u_00434,API Access,2026-01-04 23:11:12,s_u_00434_0000,106
u_00281,Funnel Builder,2026-01-05 01:38:46,s_u_00281_0000,804
u_00226,Dashboard,2026-01-05 03:53:42,s_u_00226_0000,102
u_00054,Dashboard,2026-01-05 04:25:05,s_u_00054_0001,191
u_00412,Retention Chart,2026-01-05 08:04:36,s_u_00412_0000,182
u_00289,Dashboard,2026-01-05 08:21:02,s_u_00289_0000,61
u_00391,Team Collaboration,2026-01-05 08:33:53,s_u_00391_0000,268
u_00183,Funnel Builder,2026-01-05 08:37:14,s_u_00183_0000,711
u_00404,Retention Chart,2026-01-05 08:58:25,s_u_00404_0000,387
u_00434,Data Import,2026-01-05 09:05:38,s_u_00434_0004,688
u_00434,Dashboard,2026-01-05 09:40:52,s_u_00434_0008,82
u_00357,Segment Explorer,2026-01-05 10:56:59,s_u_00357_0000,530
u_00336,Report Export,2026-01-05 11:08:49,s_u_00336_0000,60
u_00444,Data Import,2026-01-05 11:59:01,s_u_00444_0000,807
u_00300,Report Export,2026-01-05 12:15:04,s_u_00300_0000,56
u_00251,Dashboard,2026-01-05 12:20:47,s_u_00251_0000,38
u_00480,Team Collaboration,2026-01-05 12:43:28,s_u_00480_0000,117
u_00029,Funnel Builder,2026-01-05 13:06:13,s_u_00029_0003,557
u_00323,Report Export,2026-01-05 13:14:55,s_u_00323_0000,54
u_00434,Data Import,2026-01-05 13:26:20,s_u_00434_0004,613
u_00022,Retention Chart,2026-01-05 13:39:10,s_u_00022_0000,182
u_00287,AI Analyst,2026-01-05 13:48:22,s_u_00287_0000,426
u_00331,AI Analyst,2026-01-05 14:20:11,s_u_00331_0000,261
u_00123,Report Export,2026-01-05 14:55:42,s_u_00123_0000,101
u_00404,Retention Chart,2026-01-05 15:38:54,s_u_00404_0000,297
u_00480,Retention Chart,2026-01-05 15:48:03,s_u_00480_0000,278
u_00099,Data Import,2026-01-05 16:17:26,s_u_00099_0000,843
u_00268,Data Import,2026-01-05 16:30:55,s_u_00268_0000,524
u_00484,Data Import,2026-01-05 16:38:14,s_u_00484_0000,415
u_00216,Data Import,2026-01-05 16:47:09,s_u_00216_0001,702
u_00260,Team Collaboration,2026-01-05 16:55:19,s_u_00260_0000,172
u_00268,Dashboard,2026-01-05 16:56:42,s_u_00268_0000,110
u_00144,Retention Chart,2026-01-05 16:59:03,s_u_00144_0000,255
u_00281,Retention Chart,2026-01-05 17:47:38,s_u_00281_0000,405
u_00128,Custom Alerts,2026-01-05 18:44:27,s_u_00128_0000,169
u_00486,API Access,2026-01-05 18:45:03,s_u_00486_0000,100
u_00489,Report Export,2026-01-05 18:48:08,s_u_00489_0000,82
u_00171,Funnel Builder,2026-01-05 18:57:44,s_u_00171_0000,308
u_00404,Segment Explorer,2026-01-05 18:58:23,s_u_00404_0000,512
u_00327,Dashboard,2026-01-05 20:03:28,s_u_00327_0000,161
u_00454,Funnel Builder,2026-01-05 20:19:12,s_u_00454_0002,660
u_00202,Funnel Builder,2026-01-05 20:55:44,s_u_00202_0000,465
u_00174,Custom Alerts,2026-01-05 21:05:29,s_u_00174_0000,164
u_00003,Funnel Builder,2026-01-05 21:49:54,s_u_00003_0000,427
u_00412,Team Collaboration,2026-01-05 22:31:29,s_u_00412_0001,340
u_00216,Dashboard,2026-01-06 06:33:58,s_u_00216_0000,178
u_00293,Retention Chart,2026-01-06 07:00:38,s_u_00293_0000,211
u_00183,Dashboard,2026-01-06 07:54:47,s_u_00183_0000,164
u_00357,AI Analyst,2026-01-06 08:08:55,s_u_00357_0000,381
u_00310,Segment Explorer,2026-01-06 08:31:09,s_u_00310_0000,321
u_00202,Data Import,2026-01-06 08:50:07,s_u_00202_0000,360
u_00449,Custom Alerts,2026-01-06 09:05:42,s_u_00449_0000,181
u_00411,Retention Chart,2026-01-06 09:24:11,s_u_00411_0000,253
u_00404,AI Analyst,2026-01-06 09:33:59,s_u_00404_0000,376
u_00346,Funnel Builder,2026-01-06 09:51:39,s_u_00346_0002,447
u_00088,Dashboard,2026-01-06 10:26:36,s_u_00088_0000,131
u_00255,Team Collaboration,2026-01-06 10:34:23,s_u_00255_0000,207
u_00044,Funnel Builder,2026-01-06 11:22:02,s_u_00044_0000,445
u_00339,Funnel Builder,2026-01-06 11:34:56,s_u_00339_0000,656
u_00331,AI Analyst,2026-01-06 12:03:24,s_u_00331_0000,338
u_00183,Funnel Builder,2026-01-06 12:40:12,s_u_00183_0000,293
u_00441,Dashboard,2026-01-06 12:59:30,s_u_00441_0000,48
u_00321,Data Import,2026-01-06 13:35:22,s_u_00321_0000,522
u_00287,Dashboard,2026-01-06 13:38:42,s_u_00287_0000,136
u_00353,API Access,2026-01-06 13:59:01,s_u_00353_0000,114
u_00239,Dashboard,2026-01-06 15:03:41,s_u_00239_0000,197
u_00138,AI Analyst,2026-01-06 15:23:22,s_u_00138_0001,435
u_00151,API Access,2026-01-06 15:24:53,s_u_00151_0000,60
u_00034,API Access,2026-01-06 15:35:59,s_u_00034_0000,86
u_00202,Dashboard,2026-01-06 15:40:15,s_u_00202_0000,157
u_00485,Custom Alerts,2026-01-06 15:48:09,s_u_00485_0000,223
u_00434,Data Import,2026-01-06 15:50:03,s_u_00434_0003,1095
u_00097,Team Collaboration,2026-01-06 16:16:43,s_u_00097_0000,254
u_00251,Funnel Builder,2026-01-06 16:54:15,s_u_00251_0000,378
u_00404,Dashboard,2026-01-06 17:08:02,s_u_00404_0000,220
u_00191,Dashboard,2026-01-06 17:12:13,s_u_00191_0000,199
u_00445,Data Import,2026-01-06 17:15:30,s_u_00445_0001,271
u_00442,API Access,2026-01-06 17:24:48,s_u_00442_0000,70
u_00310,Data Import,2026-01-06 17:48:11,s_u_00310_0000,691
u_00029,Funnel Builder,2026-01-06 18:25:14,s_u_00029_0002,355
u_00434,AI Analyst,2026-01-06 18:33:12,s_u_00434_0008,159
u_00309,Retention Chart,2026-01-06 19:38:41,s_u_00309_0000,334
u_00444,Segment Explorer,2026-01-06 20:01:39,s_u_00444_0000,362
u_00128,Retention Chart,2026-01-06 20:26:48,s_u_00128_0000,240
u_00230,API Access,2026-01-06 20:30:45,s_u_00230_0000,85
u_00097,Team Collaboration,2026-01-06 20:47:41,s_u_00097_0000,240
u_00106,Segment Explorer,2026-01-06 21:20:12,s_u_00106_0000,381
u_00215,Dashboard,2026-01-06 22:07:23,s_u_00215_0000,269
u_00434,AI Analyst,2026-01-06 23:21:23,s_u_00434_0008,328
u_00434,Custom Alerts,2026-01-07 01:05:44,s_u_00434_0002,168
u_00432,Dashboard,2026-01-07 03:40:16,s_u_00432_0000,239
u_00394,Funnel Builder,2026-01-07 07:08:13,s_u_00394_0000,714
u_00138,Retention Chart,2026-01-07 08:05:30,s_u_00138_0001,254
u_00034,Team Collaboration,2026-01-07 08:24:31,s_u_00034_0000,79
u_00307,Dashboard,2026-01-07 08:56:59,s_u_00307_0000,111
u_00352,Funnel Builder,2026-01-07 09:09:56,s_u_00352_0000,605
u_00397,Funnel Builder,2026-01-07 09:45:54,s_u_00397_0000,635
u_00442,Custom Alerts,2026-01-07 09:57:51,s_u_00442_0000,135
u_00412,Dashboard,2026-01-07 10:15:52,s_u_00412_0000,127
u_00249,Report Export,2026-01-07 12:11:45,s_u_00249_0000,13
u_00034,Custom Alerts,2026-01-07 13:01:12,s_u_00034_0000,145
u_00444,Team Collaboration,2026-01-07 13:49:48,s_u_00444_0000,335
u_00138,AI Analyst,2026-01-07 14:03:09,s_u_00138_0001,439
u_00099,Funnel Builder,2026-01-07 14:18:59,s_u_00099_0000,722
u_00346,Report Export,2026-01-07 14:27:43,s_u_00346_0000,62
u_00034,Funnel Builder,2026-01-07 14:39:32,s_u_00034_0000,257
u_00322,Retention Chart,2026-01-07 14:40:02,s_u_00322_0000,295
u_00322,Team Collaboration,2026-01-07 15:03:19,s_u_00322_0000,68
u_00444,Dashboard,2026-01-07 15:15:13,s_u_00444_0000,72
u_00486,Custom Alerts,2026-01-07 15:43:05,s_u_00486_0000,81
u_00491,Funnel Builder,2026-01-07 15:58:06,s_u_00491_0000,176
u_00215,Team Collaboration,2026-01-07 16:12:29,s_u_00215_0000,172
u_00037,AI Analyst,2026-01-07 16:23:27,s_u_00037_0000,338
u_00108,Funnel Builder,2026-01-07 16:23:35,s_u_00108_0000,346
u_00260,Custom Alerts,2026-01-07 17:41:36,s_u_00260_0000,242
u_00370,Custom Alerts,2026-01-07 17:44:36,s_u_00370_0000,173
u_00034,Retention Chart,2026-01-07 17:47:28,s_u_00034_0000,169
u_00442,Custom Alerts,2026-01-07 18:11:29,s_u_00442_0000,96
u_00216,Data Import,2026-01-07 18:14:45,s_u_00216_0003,786
u_00322,Retention Chart,2026-01-07 18:59:19,s_u_00322_0000,286
u_00442,Custom Alerts,2026-01-07 19:49:14,s_u_00442_0001,146
u_00444,Retention Chart,2026-01-07 20:54:00,s_u_00444_0000,302
u_00413,Segment Explorer,2026-01-07 21:15:52,s_u_00413_0000,571
u_00444,Dashboard,2026-01-07 21:21:30,s_u_00444_0000,73
u_00034,Segment Explorer,2026-01-07 22:25:04,s_u_00034_0000,236
u_00126,Dashboard,2026-01-07 22:41:26,s_u_00126_0000,128
u_00164,Team Collaboration,2026-01-07 23:41:00,s_u_00164_0000,153
u_00434,API Access,2026-01-08 01:47:10,s_u_00434_0006,38
u_00029,Custom Alerts,2026-01-08 02:34:14,s_u_00029_0000,195
u_00434,Report Export,2026-01-08 06:28:01,s_u_00434_0005,75
u_00244,Funnel Builder,2026-01-08 08:01:13,s_u_00244_0001,89
u_00100,Dashboard,2026-01-08 08:07:33,s_u_00100_0000,262
u_00373,Retention Chart,2026-01-08 08:18:00,s_u_00373_0000,295
u_00040,Funnel Builder,2026-01-08 08:27:50,s_u_00040_0000,209
u_00357,Data Import,2026-01-08 09:12:37,s_u_00357_0000,117
u_00402,Funnel Builder,2026-01-08 09:38:38,s_u_00402_0000,438
u_00351,API Access,2026-01-08 09:54:48,s_u_00351_0000,86
u_00353,Data Import,2026-01-08 10:10:25,s_u_00353_0000,734
u_00250,Dashboard,2026-01-08 10:32:27,s_u_00250_0000,268
u_00434,AI Analyst,2026-01-08 12:24:07,s_u_00434_0003,44
u_00424,Report Export,2026-01-08 13:27:02,s_u_00424_0000,73
u_00389,Team Collaboration,2026-01-08 13:28:15,s_u_00389_0002,296
u_00357,Dashboard,2026-01-08 13:29:01,s_u_00357_0000,208
u_00230,Retention Chart,2026-01-08 13:33:26,s_u_00230_0000,155
u_00311,Custom Alerts,2026-01-08 13:41:59,s_u_00311_0000,271
u_00445,Team Collaboration,2026-01-08 14:19:45,s_u_00445_0000,181
u_00144,Segment Explorer,2026-01-08 14:23:04,s_u_00144_0000,407
u_00216,Custom Alerts,2026-01-08 14:41:26,s_u_00216_0002,114
u_00089,Funnel Builder,2026-01-08 15:26:50,s_u_00089_0001,645
u_00454,Dashboard,2026-01-08 16:20:05,s_u_00454_0003,218
u_00346,Data Import,2026-01-08 16:38:49,s_u_00346_0001,890
u_00355,AI Analyst,2026-01-08 18:07:01,s_u_00355_0000,485
u_00007,Team Collaboration,2026-01-08 18:15:05,s_u_00007_0000,230
u_00485,Report Export,2026-01-08 19:09:04,s_u_00485_0000,68
u_00346,Report Export,2026-01-08 19:09:28,s_u_00346_0002,66
u_00194,API Access,2026-01-08 19:12:19,s_u_00194_0000,123
u_00357,Team Collaboration,2026-01-09 00:38:56,s_u_00357_0001,205
u_00226,Retention Chart,2026-01-09 03:47:49,s_u_00226_0000,333
u_00381,Dashboard,2026-01-09 04:20:29,s_u_00381_0000,165
u_00389,AI Analyst,2026-01-09 08:18:34,s_u_00389_0004,441
u_00171,Data Import,2026-01-09 08:24:51,s_u_00171_0000,358
u_00151,AI Analyst,2026-01-09 09:20:05,s_u_00151_0000,377
u_00357,AI Analyst,2026-01-09 09:58:44,s_u_00357_0001,546
u_00216,Segment Explorer,2026-01-09 10:11:53,s_u_00216_0002,455
u_00111,Segment Explorer,2026-01-09 10:14:59,s_u_00111_0000,260
u_00357,Funnel Builder,2026-01-09 10:15:40,s_u_00357_0000,391
u_00322,AI Analyst,2026-01-09 10:51:02,s_u_00322_0000,298
u_00032,Dashboard,2026-01-09 10:52:06,s_u_00032_0000,125
u_00434,Retention Chart,2026-01-09 11:25:02,s_u_00434_0006,396
u_00202,API Access,2026-01-09 11:28:49,s_u_00202_0000,46
u_00104,Dashboard,2026-01-09 11:32:21,s_u_00104_0000,186
u_00231,Funnel Builder,2026-01-09 13:02:07,s_u_00231_0000,644
u_00171,Retention Chart,2026-01-09 13:28:33,s_u_00171_0000,183
u_00128,AI Analyst,2026-01-09 13:43:26,s_u_00128_0000,227
u_00164,Report Export,2026-01-09 14:27:24,s_u_00164_0000,80
u_00319,Dashboard,2026-01-09 15:05:41,s_u_00319_0000,218
u_00493,Funnel Builder,2026-01-09 15:16:21,s_u_00493_0000,450
u_00029,Retention Chart,2026-01-09 16:01:49,s_u_00029_0001,177
u_00328,Funnel Builder,2026-01-09 16:22:17,s_u_00328_0000,791
u_00357,AI Analyst,2026-01-09 16:34:11,s_u_00357_0000,350
u_00037,Funnel Builder,2026-01-09 16:49:04,s_u_00037_0000,422
u_00322,API Access,2026-01-09 16:55:09,s_u_00322_0000,152
u_00301,AI Analyst,2026-01-09 16:59:24,s_u_00301_0000,544
u_00199,Custom Alerts,2026-01-09 17:13:07,s_u_00199_0001,43
u_00404,Data Import,2026-01-09 17:23:32,s_u_00404_0000,341
u_00256,Custom Alerts,2026-01-09 17:27:52,s_u_00256_0000,259
u_00389,API Access,2026-01-09 17:38:21,s_u_00389_0005,100
u_00019,Retention Chart,2026-01-09 17:46:02,s_u_00019_0000,147
u_00057,Funnel Builder,2026-01-09 18:01:09,s_u_00057_0000,638
u_00034,Segment Explorer,2026-01-09 18:07:18,s_u_00034_0000,497
u_00212,Retention Chart,2026-01-09 18:11:27,s_u_00212_0000,271
u_00321,Team Collaboration,2026-01-09 18:20:44,s_u_00321_0000,121
u_00006,Report Export,2026-01-09 18:54:14,s_u_00006_0000,83
u_00287,Report Export,2026-01-09 19:00:12,s_u_00287_0000,57
u_00171,Data Import,2026-01-09 19:02:16,s_u_00171_0000,948
u_00104,Report Export,2026-01-09 19:45:44,s_u_00104_0000,48
u_00485,Data Import,2026-01-09 20:18:34,s_u_00485_0000,269
u_00322,Funnel Builder,2026-01-09 20:31:13,s_u_00322_0000,604
u_00303,Report Export,2026-01-09 20:44:30,s_u_00303_0000,65
u_00357,API Access,2026-01-09 20:45:22,s_u_00357_0000,36
